	10
전에 ㅇ한번 방문후 만족스러워서 예약후 재방문하였습니다~ 역시나 만족스러운 에이와이라운지!! 그런데 전에는 흡연가능이였는데 지금은 금연으로 바꼈더라구요~ 건강을 위해서 너무 좋지만 계단이 높다보니 너무 힘들더라구요ㅠㅠ 그래도 생일겸 방문한거여서 신나게 친구들이랑 놀고 떠들었네요~ 마감전까지 있다가 나와서 죄송스럽네여ㅎㅎ 다음에 또 예약방문하겠습니다!	10
예약하고 간 덕분에 잘먹고 편하게 마셨네요. 생일 축하겸 모임을 가진건데가 신분증에있는 날짜가 전후 일주일이 아니라고 축하칵테일 한잔 안주시는게 조금 아쉬웠네요. 옛날분이라 실제생일은 다르게하시는데...	10
분위기, 위치, 서비스, 음식 모든게 다 만족이에요ㅠㅠ특히 음식이 다 맛있어서 너무 행복했어요 다음에도 꼭 여기로 예약할거예요!	10
룸예약하고 갔는데 분위기도 좋고 노래도 좋고 서비스도 좋고 직원들도 착해요 음식도 맛있어요!!!또 갈거예요^^굿굿굿	10
다음에도 생일파티하러 가야겠어요  너무 좋았어용~	10
여기저기 드라마에도 많이 나오고 유명한 곳이라 예약하고 다녀왔어요  분위기도 너무 좋고 직원들도 훈훈 + 친절해서 기분좋게 술자리 했네요  일요일에 갔는데도 사람 많았습니다 ㅎㅎ  네이버 예약으로 일요일에 가면 바틀 주문 안해도 룸이용이 가능하더라구요  가성비 아주 좋은 라운지인 듯!	10
분위기, 맛, 위치 다 좋았어요 근데 예약하기 전에 6명 이상이면 세트 두개이상 시켜야한다고 미리 명시되어 있았다면 좋았겠네요 세트 주문해야한다고 하길래 하나면 되겠지 하고 가볍게갔믄데 두배로 쓰고 나와서^^.. 분위기나 다른건 다 만족했지만 그점이 많이 아쉬웠어요	10
전에 한번 갔다가 분위기가 너무 좋아서 친구들한테 제가 추천해서 다녀왔는데 친구들도 너무 좋아하더라구요~~! 일단 분위기가 너무 좋아서 자꾸 또 가고 싶어 지는것같아요ㅎㅎ 앞으로 저희 생일파티는 여기서 하기로 했어요ㅋㅋ그리고 칵테일도 너무 이쁘고 맛있어서 종류별로 다 먹어보려구요 ㅎㅎ이번에도 정말 만족스러웠습니다~	10
분위기 너무 좋고 서비스도 좋았습니당!!! 음식도 너무 맛잇었구요	10
음식맛도 괜찮고 칵테일도 이쁘고 맛있었어요~ 무엇보다 분위기가 짱짱!	10
룸도 너무너무 이쁘고 한 여름에 벚꽃 너무 로멘틱하네여~~ 다음엔 바에서 한잔 하고싶어요~!! 직원분들도 너무너무 훈남^^	10
너무나 좋은시간 보내고 왓네요~!! 칵테일이며 안주며 너무너무 맛있고 이쁘고 !! 직원분들도 다들 너무 친절하시구여어 ㅠㅠ 것보다 다들 너무 잘생겼네요... 단골 확정입니다!!!	10
2층 룸이용했는데 룸진짜 넘 고급스러워요 ㅠㅠ감동 ..또올게여!!	10
너무 좋았어요~~ 다음에도 생일파티하러 가야겠네요	10
분위기가 참 좋아서 기념일에 샴페인 한잔 했는데 모엣샹동 이벤트 해서 저렴하게 먹었네요 ㅎㅎ 좋은서비스 고맙습니다 또 갈게요~	10
분위기가 너무 좋았습니다 !! 그리고 안주가 너무 맛있어요 ... 퀄리티가 유명 레스토랑 수준이에요 짱짱 !!내일 또 갈꺼에요 ~	10
분위기도 너무 좋고 칵테일도 맛있었어요! 생일이라 특별 칵테일도 주시고 ㅎㅎ 고르곤졸라 피자도 너무 맛있네요!!	10
첫방문도 아니엇는데 매끄럽지못한 주문실수가 발생해서 실망입니다. 다음엔 좀더 신경써주세요	10
분위기 깡페....남자가봐도 알바생... 엄청 잘생겼어요	10
룸 빌렸는데  분위기도 좋고 름사이즈도 적당하고 아주 좋습니다.  여자들끼리 재밌게 놀았네요.  그리고 요리 중에 감바스가 너무 맛있습니다. 추천합니다.	10
친구들과 오랜만에 술자리를 위해 룸으로 예약하고 이용했는데 전과 메뉴가 새로워 져서 직원분에게 추천 받아서 먹었는데 안주 맛도 좋고 분위기도 좋아서 ~ 특별한 자리면 찾게 될거같아요~	10
분위기 최고였습니다. 기대를 하고 갔는데 기대 이상이네요	10
예약시간조금늦어서 대기했지만 라운지분위기는 정말 굿입니다 기념일데이트 룸예약하세요~~	10
분위기도 좋고 안주퀄리티굿 레스토랑 온줄알았어요 ㅋㅋㅋ또 올게용>_<	10
언제가도 좋은 분위기와 서비스에 만족합니다	10
진짜굳이에요	10
언제가도 훌륭한 분위기와 맛!!	10
매번 느끼는거지만 분위기 너무 좋습니다.메뉴들이 전편 개편되었더라구요다양한 메뉴들이 늘어나 더욱 좋았습니다.	10
분위기가 좋아서 그런지 사람 엄청 많네요.	10
인테리어 이쁘고 칵테일 맛있었어요. 크림치즈떡볶이만 좀 더 진한 맛이었으면 좋겠어요.	10
너무나 취향저격이였습니다~~~ 너무 좋았어요 분위기도 술맛도 심지어 안주까지 키조개로제 너무 맛있어요 ㅠ!!! 두고두고 계속 찾아갈 바인거 같아요 남자 직원분들 넘나 잘생긴것 눈호강까지 하구가네요!!	10
벌써 세번째 방문이네요~^^ 갈때마다 직원분들 너무 친절하시고 분위기도 여전히 좋았습니다!! 수고하세용~	10
분위기가 일단 너무 너무 좋아요!! 나오는 노래도 라운지랑 잘 어울리고 좋았습니다~~	10
사진으로 보고 너무 예뻐서 갔는데 분위기 완전 좋아요!! 친구들이랑 파티했는데 남자친구랑 데이트해도 좋을거같아요ㅎㅎ 직원분들도 이쁘고 잘생기시고 서비스도 좋더라구요! 강추강추~!	10
분위기도 너무 좋고 직원분들도 너무 친절하셔서 진짜 기분좋게 다녀왔어요!!! 다음번에 생일파티하러 또 갈게요❤️	10
강남역에서 제일 분위기 좋은 곳 ~ 단체로도 즐길수 있어서 너무 좋음~~	10
좋은 서비스 감사합니다~! 덕분에 즐거운 생일파티 보냈습니다^^ 또올게요~!	10
사진으로 봤을때보다 직접 가보니 더 좋더라구요! 조명이랑 인테리어랑 여기 분위기 최고에요. 칵테일두 맛있구 진짜 짱짱!!!	10
분위기 깡패ㅠㅠ 연말파티 어디서 할까 고민하다가 룸예약해서 갔는데 진짜 너무너무 좋았어요ㅠㅠ 직원분들도 친절하시고ㅠㅠ 여기저기 다음 파티 에이와이에서 하자고 영업중입니닼ㅋㅋㅋ같이 간 사람들 전부 만족했어요!! 다음에 또 예약하고 가려고요!!❣❣	10
분위기좋고칵테일맛나용	10
좋은 분위기에 좋은 음악, 좋은 술 대 만족하고 나왔습니다.	10
맜있었어용 ㅎㅎㅎ	10
분위기는좋았어요~~  친구들이랑모임하기좋아요 룸도있어서~~ 근데 안주가 별로라 별하나뺌 ㅋㅋㅋ	10
담배냄새가 심했던 것 빼곤 만족스러웠습니다^^	10
여러번 다녀왔지만 영업적이지도 않고 깔끔한 데이트코스로 최고입니다^^ 다른 라운지바와는 분위기자체가 틀리네요~ 개인적으로는 강추입니다!!	10
얼마전 페북보고 가게된 라운지바ㅋㅋ 강남역 데이트장소 10위안에 들길래 남자친구랑 가봄 ~우선 분위기 깡패 ....덜덜 ㅇ_ㅇ;; 인테리어 분위기 다 너무너무 이뻤음ㅠㅠ!! 칵테일이랑 안주까지 존맛 ㅠㅠ피치크러쉬 특히짱 >_< 남자직원들 다잘생김 ...(남친테는비밀ㅋ) 여자직원들도 무지 친절하고 이뻤음 •_•! 남친도 좋아하고 여기 단골될것 같아영 ~	10
룸 대여료 안받고 분위기가 정말 좋다는 점에서 강추! 안주는 좀 비싼감이 있지만 괜춘해요	10
매번 갈때마다 감동 !! 그리고 직원들이 너무 잘생겼어요....	10
좋은 분위기와 맛있는 칵테일에 안주까지.. 최고였습니다.	10
분위기 좋았어요 다음에 또 갈게요	10
에이와이라운지 싸라해..	10
송년회때문에 가보게 되었는데 너무 괜찮았습니다 엔틱한 인테리어와 9명이 들어갈수 있는 대형룸까지! 다만 대형룸에는 음악이 잘 안들리는게 아쉽더라구요 그점 말고는 최근 송년모임때 가본곳 중에서는 최고였던거 같습니다 번창하세요	10
남자친구랑 가려고 예약 했는데  제가 하는 예약은 처음이라 걱정했어요 근데 저도 남자친구도 만족 1000프로 입니다❤️ 가격도 저렴한데 맛은 너무 좋구 ,  가서 폭풍사진찍고 이쁜사진도 많이 건지고 왔네요 !   다음엔 친구들이랑 같이 와보고 싶은곳 ☺️ 또 다들 너무 친절하셔서 감사했어요. 꼭 다시 방문 할게요 꼬옥❤️❤️	10
한달에 두어번은 꼭 방문합니다.  네이버 예약으로는 처음 예약하고 갔는데 빠른전화상담으로 친절하게 예약을 진행해 주시더라구요.  매번갈때마다 느끼는거지만 서비스 최상이고 직원들 한명한명 모두 다 친절하고 전문적인교육을 받은듯합니다.  또한번 만족했습니다. 수고하세요.	10
강남역 분위기 깡패 !!!  직원분들도 친절하시고 분위기에 취하고 칵테일에 취하는 곳ㅎㅎ 완전 강추예요!!! 다음엔 여자친구랑가보고싶네요~~ 물론 생기면요..	10
사진으로 봣던 분위기?인테리어? 보다 훨씬 더 좋았어요~!!! 여기가 라운지바가 맞나 싶었습니다ㅋㅋㅋ직원분들도 친절하시구 서비스도 good-!!목욜인데도 사람이많아서 예약안하면 어쨋나 싶었습니다ㅎㅎㅎ 너무 재밋게놀앗어여~!! 담에 또 뵈요^^	10
다시가도 좋은 에이와이 였습니다 단골되니 더좋은 서비스 받은거 같네요! 감사합니다	10
룸 예약 당시 인원을 9명에서 11명이라 했고 보틀 관련 아무 말 없으시길래 네이버 예약 글 보고도 이해가 가지 않다고 보틀은 그럼 상관없냐 했을때 분명 네라고 대답했습니다 그리고 당일 9명이 가서 1보틀만 시키려했더니 안 된다면서 9명에서 11명이라 얘기했지 않느냐 두보틀 시키던지 아님 작은방 가야 한다 하시네요 그럴거면 예약글에 작은방 큰방 고지를 하시던가요 생일파티로 간건데 기분 최악이였습니다 게다가 좋은 쪽도 많은데 룸은 출구쪽 바로 옆에 가장 안 좋은 곳으로 안내하시고ㅡㅡ노래도 안 들리고 차라리 룸보다 밖이 더 좋네요 사전고지를 했었더라면 이렇게 기분 안 좋진 않았을겁니다 그나마 밖이 좋아서 별 두개입니다	10
맛있고 이쁜 칵테일에 한번! 맛있는 음식에 또한번!!! 분위기에 넘어가는 라운지입니다!!! 혼자라도 꼭 다시오고 싶은 곳이네요! 다음에는 바에 앉아보고싶어요!!!	10
역시 다시가도 좋은 에이와이! 새로운 음악과 분위기가 너무 잘어울려서 너무 좋은시간 보냈네요~! 다음에 또 가고 싶네요~!!!	10
인테리어가 너무 예뻐서 좋았고 칵테일과 안주도 너무 괜찮아서 즐겁게 놀다왔습니다. 다음에도 꼭 기회되면 다시 오고픈 곳!!^^	10
친구들이랑연말파티햇는데분위기도완전좋구서비스도좋구친구들도완전좋아햇어요!	10
친구들끼리 모임있어서 어디갈까 검색하다가 무한도전이랑 드라마에 자주나와서 갔다왔는데 분위기도너무좋아요!!!! 티비에나오는그대로예요  연인끼리가기엔 더더욱 괜찮은거같아요 강추입니다!!!!	10
역시 만족도 100000000%입니다. 직원들이 더 잘생겨진거같아요...ㄷㄷ 또갈께요	10
안녕하세요 이번까지 총 4번갔는데 다들 너무 친절하시고  미남미녀분들 너무많고 분위기 너무좋아요 ^^* 이번엔 결혼식때문에 큰맘먹고 친구들 데려갔는데 다들 너무 예쁘고 음식도 너무 맛있다고 난리났어요 ^^* 항상 번창하시고 앞으로도 자주가겠습니다 ㅋㅋ❤️❤️❤️	10
분위기도 좋고  오랜만에 친구들 만나서 눈호강 입호강 하고 왔네요♡♡ 재방문 의사도 있구요 연예인들도 많이 온다던데  운좋으면 볼수 있울수도 ...ㅎㅎㅎ  연말파티 여기서 할까 생각중이네요~	10
예약했는데 확인전화 안오고.. 그냥 라운지가서 셋트메뉴시켜서 룸으로 들어가서 이용했어요~셋트메뉴시켜야 룸이용이 가능하다고 써있었으면 좋았을텐데~ 내용이 없어서 가서 알았네요.	10
이번에 무한도전에도 나오고 해서 너무 가보고싶었는데 이제서야 가봤어요 ㅎㅎㅎ 분위기 너무 좋아요!!! 웅장하고 고급스러운 분위기가 제가 예상했던데로라서 너무 즐겁게 친구들과 놀다왔어요 ㅎㅎ 기분 굿!! 조만간 연말파티 할생각이라서 다시예약하려구요^^	10
처음 드라마에서보고 분위기가너무좋아서 찾고찾아서 방문한 AY라운지 ! 실제로도 너무고급지고 분위기가 너무좋았습니다 ! 친구네 커플이랑같이갔는데 어쩜이런데를 찾았냐고 잘찾았다고 칭찬칭찬을하길래 어깨도 으쓱한날이였어요 !!재방문의사 100%!!!!분위기에 취해 칵테일에취해 ~너무기분좋은 밤이였습니다 다음에 또갈께요!!	10
거의 이건뭐 말이안나올정도로 너무조아여 친구 생일파티 여기서했는데 분위기가 너무고급져요 역시 서울물이 다르긴다른가보네요 넘나조은것 제 버킷리스트에 추가해야될거같네여 번창하세요~~	10
드라마에도 많이 나오고 해서 꼭한번 가야지 맘먹고 다녀왔어용. 직원분들이 넘 훈남이고 거기다 친절하기까지 ㅋ 칵텔시켜놓고 맛난안주 냠냠. 쎌카찍으면 무조건 인생샷 이더라구요 홍홍홍.완전 좋아요!!!	10
친구 송별회겸 작은 파티를 하려고 룸 예약하고 이용했는데 입구가 지하로 내려가다보니 기대만발이었는데 입장하는 순간 완전 기대기상이에용!! 일하고계신 분들 다들 너무 이쁘고 잘생기신 분들만 계셔서 눈호강 제대로 하고 왔습니당^^ㅋㅋ인테리어도 너무 고급지고 직원분께서 너무 샌스있게 안내해주셔서 즐거운 시간 보내고 왔습니다~^^	10
강남역 분위기 최고!!인테리어와 칵테일이 너무나 멋지네요다음에 또 올게요~	10
연말이라 애인과둘이 분위기 있게 한잔하고싶었는데 둘만의 공간에서 프라이빗한 시간보낼수있어서 정말좋았습니다 다음에도 재방문 해야겠네요!!	10
언제 와도 멋있고 웅장 합니다~!! 직원분들 역시나 친절하고 음악은 더 좋아졌네요~!!킵 기간 지나기 전에 와서 다행이네요~!! 확실하게 강남에서 1번 스러워요~!!	10
훌륭한 서비스였습니다	10
인테리어 사진발 너무 심함.. 직접 보니 싸구려 마감과 청소상태 또한 정말 오래된 호프집 느낌.  가격이 무슨 청담동 보다도 비쌈. 맛은 정말 형편없음. 5명가서 룸 예약했는데 안쪽은 싹다 비워놓고 제일 바깥쪽 끝에 주길래 바꿔달라니까 지정예약이 어쩌구.. 지정예약이 어딨냐. 나 예약할땐 물어봐도 그런거 없었다했다하니 그제서야 바꿔줌.  5명이서 그날 먹은거만 60만원 넘게 나왔으나 도대체 뭘 먹은건지 모르겠을 정도로 양도 진짜 기가막히고 맛은 더 기가막히고 ㅋㅋ 그리고 주문할때마다 결제 먼저 해야한다고 카드 가져가는게 가장 최악. 여긴 정말 돈쓰러가긴 최악인 곳.	10
인테리어가 너무 예뻐서 사진찍느라 시간가는 줄도 몰랐어요!! 직원분들도 너무 친절하시고 음식도 맛있고 분위기가 정말 취향저격이었어요❤️다음에 친구들이랑 파티하면 또 방문할게요!!	10
페이스북 보구서는 여자친구와 함께 가서 분위기 잡았던 1인입니다. 무슨 완전 분위기 깽패에다가 미남 미녀들이 왜그렇게 많은지 ㅋㅋㅋ 심지어 손님들도 다 미녀 ㅋㅋ 여기 완전 추천해요 ㅋㅋㅋㅋ 친구들한테 엄청 소개할께요!! 다음번 가면 혹시나 ~~~ 멋진칵테일 한번 부탁드릴께요 인생샷건졋네여 ㅋㅋ	10
하..리얼 분위기 완전 너무좋았어요 ㅠㅠㅠㅠ진짜 또오고싶은곳 ..	10
소개로 처음가봤는데 분위기도 너무좋구 직원분들도 너무친절하세요!!! 회식이나 연말파티때도 예약하려구요~!! 너무좋아요 에이와이!!!	10
여자친구 생일 전날에 다녀왔어요. 와인한잔 하자고 , 꼭 가보고 싶은곳이 있다고 하더군요ㅎㅎ  분위기에 취할정도로 너무 좋았습니다. 서비스도 너무 좋고 가격도 만족 이구요 바를 무척 좋아하는 커플인데 주류와 안주가 아주 다양하네요 다음엔 친구들과 파티 하러 방문하겠습니다. 번창하세요~^^	10
예약시 미리 방 고지해주셨으면 해요. 6명 갔는데 6명 룸이 비어있음에도 너무 큰룸을 주셔서 당황스러웠어요.. 그래도 친절하시고 분위기는 좋았어요~	10
와ㅎㅎㅎ무도에서 봤던거보다 실제로 보니까 훨씬더 좋아요!! 시설도너무좋고 무엇보다 직원분들이 너무친절하세요!!!!	10
다시간 AY!역시나... 여자들 참많다.. 또와야지 ㅋ굿~~^^	10
오랜만에 강남가는길애 ay추천 받고 들렷는데분위기도 너무좋고 서비스도 좋아서 다음에 모임장소로가볼가합니다 강츄강츄!	10
생일이여서 남자친구랑 둘이 첫 방문했는데 완전 만족!! 직원들도 친절하고 분위기도 고급지고 넘 좋아요. 가격도 적당한듯. 양주 한병만 먹으려고 갔다 두병먹고왔네요ㅋㅋㅋㅋㅋㅋㅋ	10
당일 예약은 안되서 직접가서 기다렸는데 매장 너무 예쁩니다!! 게다가 진짜 다들 너무 친절하세요! 별 5개도 아쉬울정도예요ㅎㅎ	10
무한도전에서 보고 알게되어 친구 생일파티로 가게되었는데 너무 재밌게 잘놀다왔습니다 서비스도 맛도 가격도 분위기도 최고 ! 강추강츄!	10
분위기 맛 친절 모든게 좋았지만 방음은 기대하지 마세요 옆 방 소리가 다 들려요ㅠㅠ	10
친구생일파티하러 갔었는데 룸도 너무 깔끔하고 분위기도 좋아서 너무 좋았어요~!직원분들 서비스도 좋고 특별한날엔 룸잡고 놀기 딱인거같아요ㅋㅋㅋ!	10
티비에서보구 너무 좋아보여서 인터넷으로 검색해서 찾아갔는데 왠일~ 분위기도 너무좋구 친구들도 만족했어요~ 화면에서 보던것보다 훨씬 넓고 직원들도 너무멋있었어요^^	10
분위기 너무 좋아용!! 들어가자마자 엄청 넓고 인테리어가 엄청 고급져서 깜짝 놀랬어요 ㅋㅋㅋ 티비에서 봤던 곳 실제로 가니깐 몬가 기분이 더 좋더라구용ㅎ 연말에는 남자친구랑 둘이서만 가봐야겠어요!!!!!! 짱짱	10
여기 분위기 너무좋구요 친구생일이라 예약하고 갔는데모처럼 력셔리하게 재미있게 놀았네요!! 나중에 여자친구랑가셔도 좋을듯 ㅋㅋ 담ㅇㅔ 돈생기면 또 방문하겠습니다	10
무한도전보고 예약했는데 직원분들도 다들 이쁘고 멋있으시고 너무 친절하세요 분위기도 너무 고급스러워서 생일파티도 여기서 할생각이에요 ^^	10
회식으로 다녀왔는데 진짜 분위기최고네요 !!! 일하시는 분들 왜케 이쁘고 잘생기셨는지.... 아무튼 분위기 정말 좋아서 한껏 분위기에 취하고 왔어요 ^^	10
썸녀랑가서 여친이 됬어요... 분위기 너무좋고 칵테일 입맛대로 만들어주시는데 너무 감사했습니다 !! 재방문 1000000% 할꺼에요 !! 나만알고 싶다 AY....	10
역시 듣던대로 분위기가 엄청좋아요!! 남자친구생일파티를 하려고 예약했었는데 너무너무좋아서 다음번에도 여기서해야겠어요ㅎㅎㅎㅎ	10
호텔처럼 고급스러운 분위기에 취하고 술에취하는 AY라운지 !역시 티비에도나오는곳이라그런지 다르긴다르네요 ㅎㅎ남자친구 생기면 또와야겠어요~	10
정말 시설괜찮고 찾아가기도어렵지않고 무엇보다 분위기가 너무 매혹적이었어요 다음에도 친구들이랑 다시오고싶은곳이네요>_^	10
너무너무 분위기 좋고 서비스도 짱 ㅎㅎ 꼭 가려고 햇엇는데 너무 좋아여~^^ 칭구들도 너무 감동햇다며ㅋㅋㅋ 정말 꼭 한번 추천이요 ㅎ 좋은추억 감사합니다!!=	10
분위기도 짱좋고 진짜 친구들과 오랫만에 만남인데  짱좋았던거같아요~ 편안하고 직원분들도 너무 친절하셔서 기분 좋게 마시고 놀았던거같아요~자주갈듯하네요ㅋㅋ 짱좋아~~굿굿	10
분위기. 너무 죽입니다~~  고급스러운 인테리어 의자도. 너무 편안하고 호강하는. 날이었습니다  너무 나도 좋은 추억 만들었어용ㅎㅎ  다음에 꼭 갈게요~~^ ^ 우헤헤	10
무한도전 아수라때 너무 예쁘게 봐서 친구들이랑 다녀왔어요!! 룸이라 부담스러울줄 알았는데 조용하고 분위기있어서 너무 좋아요!! 다음엔 파티하러 가야겠어요!ㅋㅋ	10
분위기 정말 너무 좋고 직원들이 엄청 친절해서 남자친구랑 둘이  기분좋게 시간 보내고 갑니다 ^^* 무한도전 아수라 촬영장소 라고 해서 가게되었는데 실제가 더 멋진곳이더군요!!!	10
분위기도 좋고 음악이랑 전체적인 조화가잘 어우러진거 같아서 다음에 또 이용하고 싶은곳이구 친구들도 다 만족했다고 하네요~ㅎㅎ	10
무한도전 아수라편에서 나왔던 바라길래 분위기 완전 기대하고 갔는데 역시 분위기깡패 ㅠㅠ 대박이였어요!!! 크리스마스 시즌에 또 오고 싶은데 미리미리 예약해야갰어요☺️	10
예약한룸 크고 따로떨어져있어서 모임하기좋았어요!	10
분위기 좋고 따뜻하고 서비스도 주셔서 너무 잘 놀았습니다 ^^ 내년 생일파티때도 오고싶네요 ㅠ 그때 또 잘해주세요^^!!!!	10
분위기 좋은 생일파티가 됐어요!너무 친절하셨어요	10
여기분위기 너무좋네요 친구가좋은데 알려준다더니! 다음엔 남자친구랑 와야겠어요 완전추천이요♡♡	10
분이기있고 좋았어요^^ 좋은데이트 장소를 찾은것 같아요~크리스마쓰때도 기대해도 될것같아요♡	10
분위기 넘나좋아요 짱짱 무한도전에도 나오고 드라마에도 가끔나온다길래 기대하고갔는데 완전기대이상!!!! 대박나세요	10
인테리어나 분위기가 엄청 고급스럽고 예뻤던 것 같아요 !!친구들이랑 다음에 또 놀러가야 겠어요 ㅠㅠ	10
짱조음 룸 ㅇㅇㅇㅇ	10
고급스런 분위기는 강남에서도 손꼽히는곳!모임장소를 준비하게 되면 에이와이부터 생각이 나네요^^	10
너무너무 분위기도좋고 직원분들도친절하셨어요~데이트하기좋은곳같아요완전추천	10
분위기도 너무 좋았고 서비스도 너무 좋았어요. 안주도 맛있었구요. 정말 최고에요!! 자주 이용 할 것 같아요!!^0^	10
너무이쁘도 분위기도 정말좋았어요다음번에도 또 가고싶은곳이뻐요!	10
무한도전에서나왔던곳이라 궁금해서 가봤은데친구들이랑파티하기에도너무좋으거같아요 분위기가넘나좋네용 ㅎㅎ	10
너무  쉽게 예약하고 친구들이랑 즐거운 송년회 다될것 같아요^^	10
우선 너무 멋있어서 놀랬구 직원분들이 훈남훈녀인데 너무너무 친절해서 두번놀랐네요 앞으로도 자주가려구요 ㅎㅎ	10
서비스도 좋고 일하시는분 모두 이쁘셔서 눈도만족하고 입도 만족하고 갑니닿ㅎㅎ	10
정말분위기도좋고인테리어도너무맘에들어요 예시괜히소문난곳이아니였어요!	10
친구생일이라서 방문했는데 분위기도 너무 좋고 무엇보다 직원분들이 너무 친철했어요~~	10
분위기 너무좋아요 완전 내스타일 친구들 생일마다 요기르 와야겟씀!!	10
무도보고 좋아보여서 갔는데 생각보다 괜찮네요 주대도 적당하고 분위기도 좋고~ 같이간 친구도 만족하고~ 성공적이였네요 직원들 친절해요~ 평일임에도 사람들이 많아서 조금 놀랐음! 다음에 또 예약하고 갈께요	10
평일에 다녀왔어요 엄청 고급스러운 라운지 바 에서 칵테일로 룸 이용하다가 넓은 홀라운지까지 고루고루 이동하면서 이용하고왔네요 서비스도 좋고 친절하고 잘생겼고 등등너무 좋은 기억으로 남았네요!	10
어제 늦은밤에 왔다간 커플입니다^0^ 강남역에서 데이트하다가 어디갈지보던중 에이와이를 예약해서 갔는데 처음들어가자마자 첫마디가 우와...!였어요 진짜 사진으로만보도고 여기좋다했는데 실제로와보니 정말 사진과 비교가 안되더라는.... 계속 사진을 찍었는데 사진으로는 여기를 담을수 없어 너무 안타까웠어요ㅜㅜ 늦은밤에 갔는데도 계속 신경써주시고 챙겨주셔서 너무 감사하고 기분좋게 이용해서 후기남겨요!! 진짜추천추천!! 집이멀어 자주는 못가겠지만 강남역올때마다 갈거같아요..♥	10
여기 분위기 너무 좋아요!!! 아직 애인이 없어 데이트하러는 못갔지만.. 친구들끼리 가도 너무 좋은것 같아용!!!  담에는 남자친구랑 갈생각이예용  아지트로 삼아아겠어용   남자직원분들도 너무 멋있고 친절해용^^	10
인테리어에 반하고 맛에 반했어요!  가격대가 싼지라 약간 걱정 했었는데 왠걸 만족도 10000프로 입니다 ❤️  같이갔던 친구들도 다들 폭풍셀캌ㅋㅋㅋ찍고 사진도 건졌어요 .. 넘나 이쁜것 ㅠㅠ 인스타용 사진 건지기 좋은곳이에용 ㅋㅋ 또 올게요!! 너무 만족 합니다 ☺️	10
멋진분위기에취하고왔네요^^또가고싶은곳입니다.	10
분위기좋아요	10
무도보고 갔는데 분위기도 최고 서비스도 최고네요! ㅎㅎ	10
정말정말만족입니다 분위기도너무좋고 데이트하기딱이에요	10
네 분위기좋은곳에가니  더 즐겁고 맛있게 잘 놀다왔습니다^^	10
분위기가 너무 좋아요~!! 자주 방문하려구요ㅋㅋ	10
무한도전나온거보거 알아보고갔어요 분위기좋아요 추천합니다	10
너무 분위기도좋고 만족스럽게 잘놀고가요~	10
분위기 좋고 친절하고 맛있네요	10
분위기도 좋고 다 좋았어요!	10
분위기도 너무 좋고 여자친구와 즐거운시간 보내고 갑니다~^^	10
엄청 고급스러운 방을 저렴하고 편리하게 예약할수 있어 너무 좋아요	10
분위기깡패!!! 친절하고 기분좋게 놀다가요~	10
인테리어 너무 엔틱하고 좋아요 분위기 깡패	10
수 나이스	10
감사합니다.	10
바텐더 남자 직원분들 너무 잘생기셨고분위기가 엔틱한게 맘에 들었어요~~~칵테일도 다른가게보다 달달하고 맛있어서 담에 또 갈라구요!	10
분위기너무좋아요!! 칵테일도저렴하면서 맛도좋슴다직원분들도 다들 친절하셔서 자주 올것같네여남자친구생기면 같이와야디	10
매장 분위기 정말 좋고 직원분들도 다 친절해서 잘 놀다 갑니다.예약하니 원했던 자리도 앉을수 있고 정말 좋았어요.다음에 또 재방문 해야겠네요.	10
강남역에서 가장 핫한 에이와이 실제로 가보니 분위기 난리나네요~!!직원분들 훈훈해고 음악도 인테리어도 가격도 흠잡을게 없었어요~! 또 들를려니 예약이 꽉 찼어요~!!ㅠㅠ	10
너무 좋았습니다!!! 감사합니다 ㅎㅎㅎ	10
다들 친절하시고 드라마에 많이 나온만큼 분위기도 좋고 다시 방문하고 싶네여!!	10
매우 좋음	10
전이나 지금이나 분위기 하나는 깡패네요~잘먹고 갑니다~^^	10
전체적으로 만족스러웠지만 담배냄새가 좀 심했습니다	10
분위기 너무좋아요!	10
좋앗어요ㅎㅎ	10
너무좋아요	10
